survey,country,year,Other_Surveys,Completion_DHS_MICS,Completion_DHS_MICS_Note,OutOfSchool_DHS_MICS,DHS_MICS_Note
MICS,C. A. R.,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,C. A. R.,2010,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Cameroon,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Cameroon,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Cameroon,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Chad,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Chad,2010,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Comoros,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Congo,2015,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Costa Rica,2011,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Costa Rica,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Côte d'Ivoire,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Côte d'Ivoire,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Côte d'Ivoire,2016,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Cuba,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Cuba,2010,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",,UIS does not report number of observations
MICS,Cuba,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",,UIS does not report number of observations
MICS,D. R. Congo,2001,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,D. R. Congo,2010,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,D. R. Congo,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Djibouti,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Dominican Rep.,2000,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Dominican Rep.,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,El Salvador,2014,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Equat. Guinea,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Eswatini,2010,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Eswatini,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Gambia,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Gambia,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Gambia,2010-2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Georgia,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Georgia,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Ghana,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Ghana,2011,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Ghana,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Guinea,2016,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Guinea-Bissau,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Guinea-Bissau,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Guinea-Bissau,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Guinea-Bissau,2019,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Guyana,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Guyana,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Guyana,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Indonesia,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Iraq,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Iraq,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Iraq,2011,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Iraq,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Jamaica,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Jamaica,2011,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Kazakhstan,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Kazakhstan,2010,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Kazakhstan,2015,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Kenya,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Kiribati,2019,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Kyrgyzstan,2005,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations.",UIS does not report number of observations
MICS,Kyrgyzstan,2014,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Kyrgyzstan,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Kyrgyzstan,2006,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Lao PDR,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Lao PDR,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Lao PDR,2011,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.","UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.",UIS does not report number of observations
MICS,Lao PDR,2017,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Lesotho,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Madagascar,2000,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations, for primary completion only. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Madagascar,2018,,GEM Report calculations for all categories.,"UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
MICS,Malawi,2006,,"UIS calculations for the categories Total, Location, Sex & Wealth and their combinations. GEM Report calculations for the rest of combinations of categories.","UIS does not calculate primary completion rate for the age group 15-24 (comp_prim_1524_m), lower secondary completion rate for the age group 15-24 (comp_lowsec_1524_m) and upper secondary completion rate for the age group 20-29 (comp_upsec_2029_m). When reported, these are GEM report calculations.",GEM Report calculations for all categories.,UIS does not report number of observations
